40;-1;-43.539986;-1;0;-97;1
13.333333;-1;-18.40728;-1;0;0;1
8;-1;-13.06617;-1;0;0;1
5.714286;-1;4.6019363;-1;0;-1;1
4.4444447;-3;9.032234;0;6;-1;1
3.6363637;-3;15.010025;0;8;4;1
3.0769231;-3;22.10252;0;4;25;1
2.6666667;-4;23.899376;0;4;25;1
2.3529413;-4;21.148888;0;0;23;1
2.1052632;-4;19.95098;0;1;23;1
1.9047619;-4;24.47359;0;7;25;1
1.7391304;-4;21.21645;1;4;25;1
1.6;-5;23.275684;1;6;25;1
1.4814814;-5;23.043163;1;6;22;1
1.3793104;-6;28.55712;1;7;31;1
1.2903225;-4;24.131912;2;6;28;1
1.2121212;-2;24.254057;2;8;27;1
1.1428572;-1;23.178288;2;8;26;1
1.1111112;0;23.30043;2;9;25;1
1.081081;1;20.427801;2;6;24;1
1.0526316;2;21.1489;2;7;23;1
1.0256411;4;17.921598;1;5;20;1
1;7;12.542767;1;3;15;1
0.9756098;10;9.914423;1;3;12;1
0.95238096;13;9.681894;1;4;9;1
0.9302326;16;4.657735;1;1;6;1
0.90909094;19;3.2272983;1;2;3;1
